,sub_link,sub_title,author
25,https://www.douban.com/group/topic/195687275/,越想越觉得程序员高薪是风口泡沫,https://www.douban.com/people/185842515/
26,https://www.douban.com/group/topic/196869326/,有姐妹了解游戏技术美术这个岗位吗？,https://www.douban.com/people/179767674/
27,https://www.douban.com/group/topic/196701751/,聊一点做面试官的感受和体验，以及为什么我觉得做面试官很重要,https://www.douban.com/people/onlyzero/
28,https://www.douban.com/group/topic/196637252/,UX设计门槛低➡️长期职业发展是怎样的？,https://www.douban.com/people/ning_jing/
29,https://www.douban.com/group/topic/196579382/,新人跟大家分享待业一年后上岸互联网公司经历,https://www.douban.com/people/44603761/
30,https://www.douban.com/group/topic/196386340/,怎么做好一份Internship,https://www.douban.com/people/V-ictoria/
31,https://www.douban.com/group/topic/196578764/,有没有new grad的姐妹们，想要互关/互相打气的。。,https://www.douban.com/people/graceron/
32,https://www.douban.com/group/topic/196462363/,学编程/做项目没有方向和动力,https://www.douban.com/people/219902130/
33,https://www.douban.com/group/topic/196611003/,姐妹们爱尔兰cs (conversion)如何！,https://www.douban.com/people/102770595/
34,https://www.douban.com/group/topic/195552378/,从纯Science/Arts转行的各位是如何看待过往经历的,https://www.douban.com/people/43588127/
35,https://www.douban.com/group/topic/194783607/,FAANG - 亚洲区 - Product Operations/Business Development,https://www.douban.com/people/judybear/
36,https://www.douban.com/group/topic/196708685/,闲聊｜多少人WFH期间靠吸猫续命,https://www.douban.com/people/babytalking/
37,https://www.douban.com/group/topic/195466715/,迷茫｜大家都是怎么确定的自己的职业道路呢,https://www.douban.com/people/170291146/
38,https://www.douban.com/group/topic/194994143/,不抱希望来问一句，小组里有了解音乐人工智能或者类似专业的友邻吗,https://www.douban.com/people/141769344/
39,https://www.douban.com/group/topic/195774188/,求教非CS出身的Data Scientist刷leetcode的指导方法,https://www.douban.com/people/staypeerless/
40,https://www.douban.com/group/topic/195348967/,关于大环境对女性的影响,https://www.douban.com/people/51944266/
41,https://www.douban.com/group/topic/196881090/,毕业一年ux设计师考虑是不是转行,https://www.douban.com/people/8955952/
42,https://www.douban.com/group/topic/196300695/,想问问欧洲跑路的留学和求职经验,https://www.douban.com/people/155146718/
43,https://www.douban.com/group/topic/196868160/,被学校强制保内,https://www.douban.com/people/190448345/
44,https://www.douban.com/group/topic/196870135/,求问一下国内女性程序员的真实处境,https://www.douban.com/people/132903232/
45,https://www.douban.com/group/topic/196877550/,除了英国和爱尔兰之外欧洲还有没有国家接收转专业人士的硕士项目?,https://www.douban.com/people/129192244/
46,https://www.douban.com/group/topic/196453673/,有没有新加坡的姐妹，想去新加坡读研,https://www.douban.com/people/149594237/
47,https://www.douban.com/group/topic/196601526/,个人发展/时间管理相关,https://www.douban.com/people/219808297/
48,https://www.douban.com/group/topic/196603702/,提问：求各位姐妹WFH的精力管理/生活管理,https://www.douban.com/people/zeaglog/
49,https://www.douban.com/group/topic/196447033/,想要从多伦多转回国，请问有什么建议嘛,https://www.douban.com/people/149617488/
50,https://www.douban.com/group/topic/196510892/,英本纯统计在读，每天都感觉要被废物回收,https://www.douban.com/people/214924642/
51,https://www.douban.com/group/topic/196524466/,🎉 🎉 🎉小组公告：庆祝小组破万 + 组内发展新计划！！！,https://www.douban.com/people/63351658/
52,https://www.douban.com/group/topic/196752111/,在国内做前端开发，想出国，有必要转后端吗？,https://www.douban.com/people/61720124/
53,https://www.douban.com/group/topic/196458840/,坐标加拿大多伦多，后端SDE，AMA和其他,https://www.douban.com/people/yun5s/
54,https://www.douban.com/group/topic/196833432/,怎么在领英有效社交（顺便蹲加拿大职场前辈！）,https://www.douban.com/people/69265705/
55,https://www.douban.com/group/topic/195857773/,行业研究报告网站集合,https://www.douban.com/people/190424035/
56,https://www.douban.com/group/topic/196812890/,闲聊|(抱怨)本来该去top30的学校读研，现在困在工厂里,https://www.douban.com/people/148048407/
57,https://www.douban.com/group/topic/196542381/,被大家吹捧的CS真的是一个人人都可以学的学科吗？,https://www.douban.com/people/70843926/
58,https://www.douban.com/group/topic/196495683/,职场/networking话术之和skip level 1-1 的话题 + small talks,https://www.douban.com/people/211283886/
59,https://www.douban.com/group/topic/196145859/,C语言好难哦🤯,https://www.douban.com/people/70088702/
60,https://www.douban.com/group/topic/196572634/,UK 统计经济大一迷茫焦虑,https://www.douban.com/people/148020853/
61,https://www.douban.com/group/topic/195940397/,分享大家都是如何提高presentation水平 不定期更新Ted Talks,https://www.douban.com/people/fade_away/
62,https://www.douban.com/group/topic/196577751/,你们公司有没有即时通讯app方便下班沟通（布置任务）,https://www.douban.com/people/2767775/
63,https://www.douban.com/group/topic/194165625/,在国内互联网搬砖的路过,https://www.douban.com/people/149094506/
64,https://www.douban.com/group/topic/195652763/,求问 ML 图像处理相关进阶学习,https://www.douban.com/people/54310365/
65,https://www.douban.com/group/topic/196752444/,本科电信求硕士发展方向的建议,https://www.douban.com/people/148335155/
66,https://www.douban.com/group/topic/195594386/,【个人发展】转码初学者学习小组,https://www.douban.com/people/63450993/
67,https://www.douban.com/group/topic/193893011/,"Math PhD —> data scientist, AMA",https://www.douban.com/people/147312014/
68,https://www.douban.com/group/topic/196694121/,推荐想找投行Quant实习的PhD女生申请Morgan Stanley这个项目,https://www.douban.com/people/50398302/
69,https://www.douban.com/group/topic/195178373/,求助！建筑师转行，CS本科大二，还要不要继续念下去？,https://www.douban.com/people/oliviahaohao/
70,https://www.douban.com/group/topic/196794590/,英博EE在读，有必要做internship吗,https://www.douban.com/people/102903760/
71,https://www.douban.com/group/topic/196572524/,是读博还是转数据分析？救救孩子,https://www.douban.com/people/58786878/
72,https://www.douban.com/group/topic/196747021/,internship期间做的最对的一件事,https://www.douban.com/people/148764922/
73,https://www.douban.com/group/topic/196746357/,211材料硕士，要不要读博,https://www.douban.com/people/186075839/
74,https://www.douban.com/group/topic/193918584/,大家有什么salary/promotion negotiation的经验技巧,https://www.douban.com/people/108384204/
75,https://www.douban.com/group/topic/196492683/,讀書？轉行？救救孩子！來聊聊跑路（本人遊戲業）,https://www.douban.com/people/Nov.L/
76,https://www.douban.com/group/topic/194809079/,Designer组队Mock Interview以及跨职业分享活动,https://www.douban.com/people/108384204/
77,https://www.douban.com/group/topic/196602784/,金融行业在生产环境上工作精神随时都很紧绷，有什么好的排解方法吗,https://www.douban.com/people/148840053/
78,https://www.douban.com/group/topic/196745599/,可以开新专区发招人帖吗？女性互相介绍工作机会，互相帮助，共同富裕,https://www.douban.com/people/80772149/
79,https://www.douban.com/group/topic/194669554/,求助：美本转学需要做哪些准备呢？,https://www.douban.com/people/179241958/
80,https://www.douban.com/group/topic/196670819/,真的很迷茫这个刚刚申到的北美cs phd究竟该不该继续读下去，不读也不知道还能做什么？,https://www.douban.com/people/131835037/
81,https://www.douban.com/group/topic/196264944/,学计算机，经济还是艺术,https://www.douban.com/people/139591633/
82,https://www.douban.com/group/topic/196743545/,如何自学前端开发，论坛搭建,https://www.douban.com/people/152573566/
83,https://www.douban.com/group/topic/194944158/,聊聊和数据打交道的各种岗位到底是做什么 (持续更新中),https://www.douban.com/people/gigiaoao/
84,https://www.douban.com/group/topic/194811100/,商业分析专业的发展方向是什么,https://www.douban.com/people/191376535/
85,https://www.douban.com/group/topic/196585388/,一个弱小的Business Analyst考虑读Data Mining/DS博士，求问职业发展建议,https://www.douban.com/people/64108208/
86,https://www.douban.com/group/topic/193918908/,工作之外，大家有什么兴趣爱好和技能吗？（不断更新有趣的友邻）交流一下说不定能从别人那打开新世界大门,https://www.douban.com/people/mfcndw/
87,https://www.douban.com/group/topic/196653688/,提问：cs研究生买什么电脑好呢？,https://www.douban.com/people/166825406/
88,https://www.douban.com/group/topic/193959469/,闲聊｜疫情期间大家都怎么样呀,https://www.douban.com/people/154510776/
89,https://www.douban.com/group/topic/196490956/,澳洲程序媛 移民 工作 定居 买房 闲聊 AMA ,https://www.douban.com/people/156661016/
90,https://www.douban.com/group/topic/196378411/,想要从事产品相关工作应该具备哪些技能？,https://www.douban.com/people/186574259/
91,https://www.douban.com/group/topic/195833135/,北美newgrad考察什么？如何提升面试表现？,https://www.douban.com/people/222016634/
92,https://www.douban.com/group/topic/196517670/,有数据分析从业者么？想转行,https://www.douban.com/people/145642941/
93,https://www.douban.com/group/topic/195514989/,美本大四，职业道路迷茫，寻求游戏/视觉设计相关的美女们解惑！,https://www.douban.com/people/198621569/
94,https://www.douban.com/group/topic/196543468/,求救！请问姐妹们都是怎么确定毕业论文的方向和topic的！,https://www.douban.com/people/oneall/
95,https://www.douban.com/group/topic/196522028/,新人一枚，有没有新西兰的小伙伴啊,https://www.douban.com/people/148559038/
96,https://www.douban.com/group/topic/195500080/,传媒生转码留美的困惑,https://www.douban.com/people/70843926/
97,https://www.douban.com/group/topic/196016763/,求ux design相关学习建议,https://www.douban.com/people/124426223/
98,https://www.douban.com/group/topic/193918353/,"UX Researcher,AMA",https://www.douban.com/people/35281369/
99,https://www.douban.com/group/topic/196507910/,双控研究生是不是出路大多是程序员,https://www.douban.com/people/144112444/
100,https://www.douban.com/group/topic/196577444/,压力好大啊,https://www.douban.com/people/146690782/
101,https://www.douban.com/group/topic/196232830/,DS跳槽求抱团,https://www.douban.com/people/160084754/
102,https://www.douban.com/group/topic/196453772/,【职场发展Career Growth】在职场如何为自己辩解,https://www.douban.com/people/54398534/
103,https://www.douban.com/group/topic/196461933/,个人发展｜本硕预防+公共卫生 数据分析 学校+专业选择,https://www.douban.com/people/190400974/
104,https://www.douban.com/group/topic/196577052/,已删,https://www.douban.com/people/17212726/
105,https://www.douban.com/group/topic/196377263/,2021 US Tech Internship感想（求金融行业科技从业者的建议）,https://www.douban.com/people/178578073/
106,https://www.douban.com/group/topic/195548440/,Software Engineer@新加坡,https://www.douban.com/people/68843955/
107,https://www.douban.com/group/topic/196576611/,请问怎么提高毕业生工作面试表现？,https://www.douban.com/people/146055124/
108,https://www.douban.com/group/topic/196054435/,个人发展/有人了解地质大数据吗,https://www.douban.com/people/219808297/
109,https://www.douban.com/group/topic/194977759/,还要不要去北美,https://www.douban.com/people/142525345/
110,https://www.douban.com/group/topic/196344154/,国内纯文本科，想跑路欧洲,https://www.douban.com/people/63397923/
111,https://www.douban.com/group/topic/195791070/,逼我转行了 求一起进步小姐妹,https://www.douban.com/people/68794235/
112,https://www.douban.com/group/topic/193920836/,分享｜从脑科学到UXR（From brain science to quantitative UX）,https://www.douban.com/people/jesuisQ/
113,https://www.douban.com/group/topic/196481814/,电信或者通信本科毕业大概就业方向是什么呢,https://www.douban.com/people/205401709/
114,https://www.douban.com/group/topic/194700223/,职场/networking话术之NoHello,https://www.douban.com/people/211283886/
115,https://www.douban.com/group/topic/195750471/,请问大家是怎么面对sponsorship这事儿的？,https://www.douban.com/people/63224878/
116,https://www.douban.com/group/topic/195354079/,你们都是用什么电脑啊,https://www.douban.com/people/95230784/
117,https://www.douban.com/group/topic/194519715/,国内互联网女程序员常见困惑 | 广征姐妹分享经验,https://www.douban.com/people/149094506/
118,https://www.douban.com/group/topic/195938352/,分享 ｜ 你收到过毫无建设性的feedback吗？,https://www.douban.com/people/silmarillion/
119,https://www.douban.com/group/topic/195764420/,个人发展 | 转行做产品经理需要准备些啥,https://www.douban.com/people/71791110/
120,https://www.douban.com/group/topic/196423067/,求助｜legaltech相关产品需求及PM岗位职责,https://www.douban.com/people/Nowno/
121,https://www.douban.com/group/topic/193919561/,Product Design AMA ,https://www.douban.com/people/skyofjhy/
122,https://www.douban.com/group/topic/196379428/,有没有在HK做UX/UI的姐妹,https://www.douban.com/people/153562689/
123,https://www.douban.com/group/topic/196418666/,统计/计量经济学的资料,https://www.douban.com/people/mechelle05/
124,https://www.douban.com/group/topic/195059176/,有木有做Machine Learning 的妹纸可以给点拨一下,https://www.douban.com/people/GracieLee/
125,https://www.douban.com/group/topic/194557033/,Research Scientist @ FAANG - 文科转NLP - 坐标腐国,https://www.douban.com/people/48062280/
126,https://www.douban.com/group/topic/195959908/,happy hour 都聊什么,https://www.douban.com/people/ylen/
127,https://www.douban.com/group/topic/195921003/,SDE的歧视链？内附quant歧视链,https://www.douban.com/people/180666208/
128,https://www.douban.com/group/topic/196346757/,有创业的姐妹吗？,https://www.douban.com/people/47539784/
129,https://www.douban.com/group/topic/196290158/,general面试问题，同一家公司第一年面试失败了对第二年面试有影响吗,https://www.douban.com/people/204176591/
130,https://www.douban.com/group/topic/195803671/,Quant->DS->SDE,https://www.douban.com/people/47539784/
131,https://www.douban.com/group/topic/194078757/,有没有对创业有兴趣的姐妹们呀？,https://www.douban.com/people/photoshopper/
132,https://www.douban.com/group/topic/195065621/,新人刚开始和各种boss开会不太听的明白，没什么想法所以也不发言，是只有我一个人这样吗,https://www.douban.com/people/148840053/
133,https://www.douban.com/group/topic/195188642/,关于leetcode的起步刷法疑问,https://www.douban.com/people/150650172/
134,https://www.douban.com/group/topic/195927962/,大家了解production support的职业前景吗,https://www.douban.com/people/148840053/
135,https://www.douban.com/group/topic/196082346/,长期提供图森未来和字节跳动(国内or国外)的内推，全职实习皆可,https://www.douban.com/people/ylen/
136,https://www.douban.com/group/topic/196341742/,new grad怎么找fintech类工作,https://www.douban.com/people/53311202/
137,https://www.douban.com/group/topic/195318084/,职场发展｜小调查 哪里对女性的职业发展更友善？,https://www.douban.com/people/frank93/
138,https://www.douban.com/group/topic/196238339/,Design Pattern在实际工作中重要吗？,https://www.douban.com/people/89256867/
139,https://www.douban.com/group/topic/195543164/,闲聊｜Anything,https://www.douban.com/people/208766426/
140,https://www.douban.com/group/topic/196264989/,提问： GitHub怎么搭建个人博客呢？,https://www.douban.com/people/84798678/
141,https://www.douban.com/group/topic/194202611/,在家工作好物推荐，缓解腰痛和肩颈痛 neck & back pain,https://www.douban.com/people/lingerluo/
142,https://www.douban.com/group/topic/196321500/,有人relocation的时候用过tax advisor吗？,https://www.douban.com/people/34038803/
143,https://www.douban.com/group/topic/196345977/,DA是否处于一个比较尴尬的位置,https://www.douban.com/people/182492571/
144,https://www.douban.com/group/topic/195844967/,fintech 行业趋势,https://www.douban.com/people/softpur/
145,https://www.douban.com/group/topic/196345628/,参加公司内部tech conference的心得感受总结贴- update中,https://www.douban.com/people/87163032/
146,https://www.douban.com/group/topic/196258780/,国内Top2 大三CS在读，是努力推研还是本科毕业直接就业？,https://www.douban.com/people/157331065/
147,https://www.douban.com/group/topic/196224122/,国内大厂➡️外企软件开发，感兴趣的姐妹欢迎提问,https://www.douban.com/people/70277802/
148,https://www.douban.com/group/topic/196175205/,为什么大家都在海外,https://www.douban.com/people/65058549/
149,https://www.douban.com/group/topic/196134640/,组里有data engineer吗？,https://www.douban.com/people/173936525/
150,https://www.douban.com/group/topic/196163255/,萌新求教—工作地选择（考虑家人还是个人？）,https://www.douban.com/people/217337627/
151,https://www.douban.com/group/topic/193563474/,PodCast + 视频收集：有趣的科技从业者都在干些啥,https://www.douban.com/people/63351658/
152,https://www.douban.com/group/topic/195409470/,怎么给同事写年度反馈,https://www.douban.com/people/213164068/
153,https://www.douban.com/group/topic/196053372/,美本21届现在好迷茫,https://www.douban.com/people/120198091/
154,https://www.douban.com/group/topic/195709243/,每周和manager 1:1时聊什么？,https://www.douban.com/people/62951788/
155,https://www.douban.com/group/topic/196034961/,教育科技前景如何,https://www.douban.com/people/136152971/
156,https://www.douban.com/group/topic/194992997/,文科转硕IS,https://www.douban.com/people/midanta/
157,https://www.douban.com/group/topic/196085852/,转码 FAQ：我该选哪项技术栈/语言？,https://www.douban.com/people/mfcndw/
158,https://www.douban.com/group/topic/195427528/,虽然明白歧视哪里都有，但还是羡慕欧美的姐妹们了,https://www.douban.com/people/49348277/
159,https://www.douban.com/group/topic/196115769/,请分享一下这个VGHC的 参与心得好嘛？,https://www.douban.com/people/missjennyyang/
160,https://www.douban.com/group/topic/194809061/,商科转Tech Sr DS/DA Ask Me Anything,https://www.douban.com/people/qingmingchen/
161,https://www.douban.com/group/topic/196079891/,对计算机新生有什么建议,https://www.douban.com/people/221250211/
162,https://www.douban.com/group/topic/196131762/,有传媒的前辈吗？编导有必要考研吗？,https://www.douban.com/people/172979966/
163,https://www.douban.com/group/topic/195188492/,国际学生身份困境,https://www.douban.com/people/217600160/
164,https://www.douban.com/group/topic/194977373/,FAANG Product Designer的成长经历，欢迎交流,https://www.douban.com/people/68642531/
165,https://www.douban.com/group/topic/194046009/,组长征求意见：对加入组的男同学们该怎么办,https://www.douban.com/people/63351658/
166,https://www.douban.com/group/topic/196069687/,求问下有在国内工作的转去美帝大厂吗,https://www.douban.com/people/203108939/
167,https://www.douban.com/group/topic/195806355/,如果是0基础0工作经验的，能在海外找到相关工作吗,https://www.douban.com/people/79181890/
168,https://www.douban.com/group/topic/195974500/,有无环境咨询类外企工作的姐妹？,https://www.douban.com/people/189234352/
169,https://www.douban.com/group/topic/195897694/,可以搬运女权相关吗？【搬运】韩国女权是怎样的,https://www.douban.com/people/194102762/
170,https://www.douban.com/group/topic/195846590/,职场发展｜入职科技咨询公司一年的Lessons Learned,https://www.douban.com/people/wangshangguan/
171,https://www.douban.com/group/topic/195961629/,FB data engineer intern Analytics面试？求姐妹帮助,https://www.douban.com/people/155587464/
172,https://www.douban.com/group/topic/195870834/,硬件工程师需要什么程度的coding,https://www.douban.com/people/208828920/
173,https://www.douban.com/group/topic/195430594/,大家来做一下认知测试，投个票看看,https://www.douban.com/people/167113249/
174,https://www.douban.com/group/topic/196031153/,SDE_转专业/找实习 如何准备技术面试中的基础知识 (相关课程来不及上的情况下 ,https://www.douban.com/people/yoci642/
175,https://www.douban.com/group/topic/193663009/,科技姐妹小组发展意见畅所欲言贴,https://www.douban.com/people/63351658/
176,https://www.douban.com/group/topic/194188145/,【自荐】杠上开花podcast--分享留学美国到职场升级的播客	,https://www.douban.com/people/34525231/
177,https://www.douban.com/group/topic/193578097/,Sr. Data Scientist at FAANG （ex MSFT），AMA,https://www.douban.com/people/2829164/
178,https://www.douban.com/group/topic/195875109/,robotics发展前景好还是做深度学习模型➕外设比较好,https://www.douban.com/people/132655651/
179,https://www.douban.com/group/topic/194587030/,前端后端和全栈发展方向求建议,https://www.douban.com/people/62930759/
180,https://www.douban.com/group/topic/194303875/,有关讨论工作时候的发言技巧以及被打断的应对,https://www.douban.com/people/magictm/
181,https://www.douban.com/group/topic/194176433/,AMA | Product Designer (new grad) @北美互联网公司 经验分享,https://www.douban.com/people/120607634/
182,https://www.douban.com/group/topic/195578714/,从事传媒想转行互联网，通过考研走ux可行吗,https://www.douban.com/people/195309462/
183,https://www.douban.com/group/topic/195304728/,我在刷题转码，同转码刷题的JMS可以看这里,https://www.douban.com/people/129172643/
184,https://www.douban.com/group/topic/195517348/,请问面试官是女性/男性大家会有不同的感受吗,https://www.douban.com/people/53391988/
185,https://www.douban.com/group/topic/195404632/,AMA 互联网转智能硬件的产品经理，算是大厂吧，有需要我可以解答疑问,https://www.douban.com/people/135140033/
186,https://www.douban.com/group/topic/195508484/,ByteDancer一枚，如有需要欢迎大家找我内推鸭！,https://www.douban.com/people/Litlsherry/
187,https://www.douban.com/group/topic/195480962/,有没有在英国/北美找FAANG研发类实习的姐妹呀,https://www.douban.com/people/178573058/
188,https://www.douban.com/group/topic/194995109/,本科心理学研究生申请HCI可以吗,https://www.douban.com/people/133887429/
189,https://www.douban.com/group/topic/194174237/,如何从不正规的小公司跳槽？北美startup,https://www.douban.com/people/193227157/
190,https://www.douban.com/group/topic/195768411/,个人发展｜普本大三的困惑,https://www.douban.com/people/174608525/
191,https://www.douban.com/group/topic/195758397/,大二美本学生求助未来规划,https://www.douban.com/people/186877351/
192,https://www.douban.com/group/topic/193812031/,Grace Hopper的经验分享,https://www.douban.com/people/34525231/
193,https://www.douban.com/group/topic/195760271/,有姐妹来讲讲google的hc吗,https://www.douban.com/people/180666208/
194,https://www.douban.com/group/topic/195784330/,年初写的在职跳槽刷题经验贴,https://www.douban.com/people/4652300/
195,https://www.douban.com/group/topic/195745014/,在to里，什么时候该回邮件什么时候不该回,https://www.douban.com/people/mollysongchen/
196,https://www.douban.com/group/topic/195772025/,有没有欧陆hci的前辈呢 或者21fall的队友,https://www.douban.com/people/155411808/
197,https://www.douban.com/group/topic/194863704/,求助-毕业一年新工作入职4个月不是自己喜欢的应不应该裸辞,https://www.douban.com/people/220319774/
198,https://www.douban.com/group/topic/195217372/,Return Internship有必要去吗,https://www.douban.com/people/67229211/
199,https://www.douban.com/group/topic/195760759/,想刷题的姐妹们,https://www.douban.com/people/217858206/
200,https://www.douban.com/group/topic/195444120/,大家为什么要转码呢？,https://www.douban.com/people/63224878/
201,https://www.douban.com/group/topic/193956271/,"Econ 金融背景转CS master, AMA",https://www.douban.com/people/190562472/
202,https://www.douban.com/group/topic/194907620/,Biotech转Tech 何去何从,https://www.douban.com/people/82869972/
203,https://www.douban.com/group/topic/193800927/,SDE @ 热带雨林,https://www.douban.com/people/211283886/
204,https://www.douban.com/group/topic/194810205/,吐槽toxic工作环境，求建议,https://www.douban.com/people/aquababy/
205,https://www.douban.com/group/topic/195700187/,在传统行业从0搭建数据体系的疑问,https://www.douban.com/people/87374629/
206,https://www.douban.com/group/topic/194355416/,想问一下姐妹们都是什么阶段找到的工作,https://www.douban.com/people/151232146/
207,https://www.douban.com/group/topic/194228538/,组规已更新，Privacy First,https://www.douban.com/people/63351658/
208,https://www.douban.com/group/topic/195191118/,商科本硕想转其他行业求建议！,https://www.douban.com/people/68794235/
209,https://www.douban.com/group/topic/194917306/,文科硕士毕业30岁 想转行数据分析,https://www.douban.com/people/58786878/
210,https://www.douban.com/group/topic/195556652/,背景好复杂的New Grad求意见,https://www.douban.com/people/199247232/
211,https://www.douban.com/group/topic/194389062/,美硕年底毕业 想问下申请美国外国家的Fulltime工作的可能性,https://www.douban.com/people/hexiaoxuan/
212,https://www.douban.com/group/topic/193828963/,ECN文科生真心转码求给建议（收藏比评论多💔）,https://www.douban.com/people/50908121/
213,https://www.douban.com/group/topic/195312140/,想问问有没有从国外回国工作的姐妹，交流一下回国后的适应期该如何度过，如何调整心态,https://www.douban.com/people/202354726/
214,https://www.douban.com/group/topic/194938723/,北美tech公司designer，大家有什么想问的么，激情开麦,https://www.douban.com/people/mmmmmmmx/
215,https://www.douban.com/group/topic/194432046/,组内都是北美的嘛,https://www.douban.com/people/211785140/
216,https://www.douban.com/group/topic/195513994/,因为经济问题不得不中断学业，想问一下如果现在回国找工作的话最低需要什么文凭呀,https://www.douban.com/people/141060578/
217,https://www.douban.com/group/topic/195549683/,朋友公司招Deep Learning Intern,https://www.douban.com/people/zhangzeling/
218,https://www.douban.com/group/topic/193885783/,FAANG Data Engineer - 新闻转数据 - AMA,https://www.douban.com/people/smile0802/
219,https://www.douban.com/group/topic/195463576/,个人发展 | DA/DS 的职业路径困惑,https://www.douban.com/people/150161427/
220,https://www.douban.com/group/topic/195549101/,实习真的好难找,https://www.douban.com/people/175934201/
221,https://www.douban.com/group/topic/194809644/,[提问] 求介绍数据相关非码的工作关键词,https://www.douban.com/people/91926229/
222,https://www.douban.com/group/topic/194290883/,"buyside quant, AMA",https://www.douban.com/people/54398534/
223,https://www.douban.com/group/topic/195467328/,困惑，开会不知道说什么,https://www.douban.com/people/201616926/
224,https://www.douban.com/group/topic/194674814/,AMA | 国内纯文科转美国研究生计算机， 现在游戏公司 SDE,https://www.douban.com/people/zxxaki/
225,https://www.douban.com/group/topic/194666711/,本科计科，研究生继续读计科有必要吗？,https://www.douban.com/people/185198249/
226,https://www.douban.com/group/topic/193596481/,实习还是读data science的master呢,https://www.douban.com/people/49987698/
227,https://www.douban.com/group/topic/195314553/,offer疫情被撤回 北美new grad 职业发展疑问,https://www.douban.com/people/142892000/
228,https://www.douban.com/group/topic/194197614/,大家生活里有没有female role model？,https://www.douban.com/people/211283886/
229,https://www.douban.com/group/topic/194970498/,目前Applied Math关于专业的疑惑,https://www.douban.com/people/167413064/
230,https://www.douban.com/group/topic/194869124/,对cybersecurity有兴趣的同学，ask me anything,https://www.douban.com/people/167361653/
231,https://www.douban.com/group/topic/195495366/,Linux devops面试求经验,https://www.douban.com/people/53391988/
232,https://www.douban.com/group/topic/194677813/,40岁硕士毕业，重入职场，ds还是sde?,https://www.douban.com/people/169899972/
233,https://www.douban.com/group/topic/194175598/,某北美论坛开始嘲我们小组了,https://www.douban.com/people/17212726/
234,https://www.douban.com/group/topic/194793855/,职场发展| 大家期待的自己40-50岁在做什么呢？,https://www.douban.com/people/34038803/
235,https://www.douban.com/group/topic/193919973/,SDE@N百货公司-会计转码-AMA,https://www.douban.com/people/mykingy/
236,https://www.douban.com/group/topic/195410760/,求助城市规划大三想转ds/ba该怎么办,https://www.douban.com/people/184732979/
